ID,Дата записи,Время записи,Услуга,Учреждение,Регион,Статус,Возраст ученика,Пол ученика,Канал записи,Дата визита,Явился,Причина отмены,Тип учреждения
5313,2024-11-28,13:47,Запись в продлёнку,Школа-лицей №3,г. Астана,Обслужен,13,М,КИОСК,2024-11-28,Да,,Гимназия
5314,2025-06-09,22:34,Запись в продлёнку,Школа-лицей №1,Туркестанская,Обслужен,17,М,Через школу,2025-06-09,Да,,Гимназия
5315,2024-08-03,19:01,Запись в продлёнку,Школа-лицей №8,Актюбинская,Отменено,17,М,Через школу,,Нет,Отменено учреждением,Гимназия
5316,2025-06-12,23:12,Зачисление в 1 класс,Школа-лицей №9,Карагандинская,Отменено,10,М,Мобильное приложение,,Да,Отменено учреждением,Гимназия
5317,2024-12-22,19:18,Перевод из другой школы,Школа-лицей №9,г. Алматы,Отменено,8,М,Веб,,Да,Не явился,Школа
5318,2024-10-18,03:48,Запрос справки,Школа-лицей №10,Актюбинская,Обслужен,8,Ж,КИОСК,2024-10-18,Да,,Школа-лицей
5319,2024-11-06,05:04,Запись в продлёнку,Школа-лицей №2,Карагандинская,Обслужен,17,М,Мобильное приложение,2024-11-06,Да,,Школа
5320,2025-05-02,10:13,Зачисление в 1 класс,Школа-лицей №8,Алматинская,Обслужен,9,М,Мобильное приложение,2025-05-02,Да,,Гимназия
5321,2025-05-30,15:18,Запрос справки,Школа-лицей №8,Карагандинская,Обслужен,7,Ж,Веб,2025-05-30,Да,,Школа-лицей
5322,2025-01-08,02:54,Запись в продлёнку,Школа-лицей №6,Актюбинская,Записан,7,М,Веб,,Нет,,Школа
5323,2024-10-29,05:34,Запись в продлёнку,Школа-лицей №9,Туркестанская,Отменено,15,Ж,Через школу,,Нет,По желанию,Школа-лицей
5324,2025-03-21,23:14,Зачисление в 1 класс,Школа-лицей №3,Карагандинская,Записан,16,М,Через школу,,Нет,,Школа
5325,2024-06-30,15:48,Зачисление в 1 класс,Школа-лицей №6,г. Алматы,Обслужен,12,М,Мобильное приложение,2024-06-30,Да,,Гимназия
5326,2025-05-01,17:48,Запись в продлёнку,Школа-лицей №10,Актюбинская,Записан,13,Ж,Через школу,,Нет,,Школа
5327,2024-09-13,05:10,Запись в продлёнку,Школа-лицей №9,Актюбинская,Обслужен,11,М,Веб,2024-09-13,Да,,Школа
5328,2025-05-17,12:49,Запрос справки,Школа-лицей №3,Актюбинская,Записан,9,Ж,Мобильное приложение,,Нет,,Школа-лицей
5329,2024-08-13,12:06,Запрос справки,Школа-лицей №8,Алматинская,Записан,7,Ж,КИОСК,,Да,,Гимназия
5330,2024-09-14,04:08,Запрос справки,Школа-лицей №2,Алматинская,Обслужен,12,Ж,КИОСК,2024-09-14,Да,,Гимназия
5331,2024-08-06,15:02,Запись в продлёнку,Школа-лицей №3,Актюбинская,Записан,9,Ж,Веб,,Нет,,Школа-лицей
5332,2024-08-08,17:41,Запись в продлёнку,Школа-лицей №2,Карагандинская,Отменено,9,Ж,КИОСК,,Нет,Отменено учреждением,Школа
5333,2024-11-30,09:04,Запрос справки,Школа-лицей №2,Алматинская,Записан,7,М,Веб,,Нет,,Школа
5334,2025-04-11,03:57,Запись в продлёнку,Школа-лицей №8,г. Алматы,Обслужен,13,Ж,Веб,2025-04-11,Да,,Школа-лицей
5335,2024-08-01,02:54,Запрос справки,Школа-лицей №6,Туркестанская,Отменено,7,Ж,Через школу,,Да,Отменено учреждением,Школа
5336,2024-06-26,01:57,Зачисление в 1 класс,Школа-лицей №6,г. Астана,Обслужен,9,Ж,Веб,2024-06-26,Да,,Школа
5337,2024-12-24,15:20,Зачисление в 1 класс,Школа-лицей №3,Туркестанская,Обслужен,11,Ж,Через школу,2024-12-24,Да,,Гимназия
5338,2024-12-03,18:20,Запрос справки,Школа-лицей №8,Карагандинская,Отменено,16,Ж,КИОСК,,Да,Системная ошибка,Гимназия
5339,2024-09-03,19:34,Перевод из другой школы,Школа-лицей №10,Актюбинская,Отменено,10,М,Веб,,Да,По желанию,Школа-лицей
5340,2024-07-01,11:50,Запрос справки,Школа-лицей №10,г. Астана,Обслужен,17,М,Мобильное приложение,2024-07-01,Да,,Школа
5341,2025-03-02,14:16,Зачисление в 1 класс,Школа-лицей №10,Карагандинская,Обслужен,12,М,Веб,2025-03-02,Да,,Школа-лицей
5342,2025-02-04,01:05,Запись в продлёнку,Школа-лицей №1,Туркестанская,Обслужен,12,Ж,Мобильное приложение,2025-02-04,Да,,Школа-лицей
5343,2024-12-18,19:51,Перевод из другой школы,Школа-лицей №1,Карагандинская,Записан,10,М,Веб,,Да,,Гимназия
5344,2025-06-06,15:49,Зачисление в 1 класс,Школа-лицей №7,г. Алматы,Обслужен,6,Ж,Веб,2025-06-06,Да,,Школа-лицей
5345,2024-07-05,14:05,Зачисление в 1 класс,Школа-лицей №8,г. Астана,Обслужен,6,Ж,Через школу,2024-07-05,Да,,Школа
5346,2024-10-14,22:48,Запись в продлёнку,Школа-лицей №10,г. Астана,Записан,13,М,КИОСК,,Нет,,Школа-лицей
5347,2024-06-22,10:46,Зачисление в 1 класс,Школа-лицей №2,Туркестанская,Обслужен,15,Ж,Через школу,2024-06-22,Да,,Гимназия
5348,2024-07-26,22:22,Запись в продлёнку,Школа-лицей №4,г. Астана,Обслужен,10,Ж,Через школу,2024-07-26,Да,,Школа
5349,2024-08-06,14:53,Запись в продлёнку,Школа-лицей №1,Алматинская,Отменено,15,Ж,Веб,,Нет,Системная ошибка,Гимназия
5350,2024-09-06,22:52,Перевод из другой школы,Школа-лицей №1,Алматинская,Обслужен,13,Ж,Через школу,2024-09-06,Да,,Школа-лицей
5351,2025-06-03,15:13,Перевод из другой школы,Школа-лицей №5,г. Алматы,Отменено,15,Ж,Через школу,,Да,Системная ошибка,Школа-лицей
5352,2024-08-29,20:52,Запрос справки,Школа-лицей №9,г. Алматы,Обслужен,9,М,Веб,2024-08-29,Да,,Гимназия
5353,2024-11-02,05:44,Запись в продлёнку,Школа-лицей №2,Карагандинская,Записан,11,Ж,Веб,,Нет,,Школа
5354,2024-07-24,20:07,Перевод из другой школы,Школа-лицей №7,Туркестанская,Обслужен,17,М,Веб,2024-07-24,Да,,Школа-лицей
5355,2025-05-13,20:26,Запись в продлёнку,Школа-лицей №8,Актюбинская,Обслужен,7,Ж,Веб,2025-05-13,Да,,Гимназия
5356,2025-06-19,05:01,Перевод из другой школы,Школа-лицей №9,г. Алматы,Обслужен,12,Ж,Веб,2025-06-19,Да,,Гимназия
5357,2025-01-30,12:34,Перевод из другой школы,Школа-лицей №8,г. Астана,Отменено,11,М,КИОСК,,Нет,Системная ошибка,Гимназия
5358,2024-11-02,16:10,Зачисление в 1 класс,Школа-лицей №6,Алматинская,Отменено,9,Ж,Веб,,Нет,По желанию,Гимназия
5359,2025-05-17,08:03,Зачисление в 1 класс,Школа-лицей №6,г. Астана,Обслужен,7,М,Через школу,2025-05-17,Да,,Гимназия
5360,2025-04-18,07:26,Зачисление в 1 класс,Школа-лицей №1,Карагандинская,Обслужен,15,М,КИОСК,2025-04-18,Да,,Школа-лицей
5361,2025-02-12,12:45,Запрос справки,Школа-лицей №5,Алматинская,Записан,11,М,КИОСК,,Нет,,Гимназия
5362,2025-01-01,06:38,Перевод из другой школы,Школа-лицей №10,Карагандинская,Обслужен,13,М,Веб,2025-01-01,Да,,Гимназия
5363,2024-07-15,06:50,Перевод из другой школы,Школа-лицей №7,Алматинская,Обслужен,6,Ж,Веб,2024-07-15,Да,,Гимназия
5364,2025-05-03,14:10,Запись в продлёнку,Школа-лицей №9,г. Астана,Обслужен,10,Ж,Веб,2025-05-03,Да,,Школа-лицей
5365,2025-04-11,13:57,Запись в продлёнку,Школа-лицей №7,г. Астана,Записан,13,М,КИОСК,,Нет,,Школа
5366,2025-01-10,12:23,Запись в продлёнку,Школа-лицей №8,г. Астана,Обслужен,6,Ж,КИОСК,2025-01-10,Да,,Гимназия
5367,2025-03-23,22:32,Перевод из другой школы,Школа-лицей №5,Актюбинская,Записан,15,Ж,Через школу,,Да,,Гимназия
5368,2024-10-06,10:51,Запись в продлёнку,Школа-лицей №3,Карагандинская,Обслужен,6,М,Веб,2024-10-06,Да,,Школа
5369,2025-06-04,05:10,Зачисление в 1 класс,Школа-лицей №6,г. Астана,Обслужен,14,Ж,Веб,2025-06-04,Да,,Школа-лицей
5370,2025-01-13,14:18,Запрос справки,Школа-лицей №10,Алматинская,Обслужен,8,М,КИОСК,2025-01-13,Да,,Гимназия
5371,2025-03-27,20:19,Запрос справки,Школа-лицей №8,Туркестанская,Записан,7,Ж,КИОСК,,Нет,,Школа
5372,2025-06-12,09:08,Запрос справки,Школа-лицей №2,Алматинская,Обслужен,7,М,Мобильное приложение,2025-06-12,Да,,Школа-лицей
5373,2025-06-11,20:11,Перевод из другой школы,Школа-лицей №4,Карагандинская,Обслужен,8,М,Через школу,2025-06-11,Да,,Школа-лицей
5374,2025-05-15,08:57,Запись в продлёнку,Школа-лицей №1,Алматинская,Отменено,10,М,Через школу,,Нет,Системная ошибка,Гимназия
5375,2024-12-20,11:42,Запрос справки,Школа-лицей №6,Карагандинская,Записан,10,Ж,Мобильное приложение,,Нет,,Школа
5376,2025-03-17,03:12,Зачисление в 1 класс,Школа-лицей №2,г. Астана,Отменено,11,Ж,Через школу,,Да,По желанию,Гимназия
5377,2024-08-29,22:52,Запрос справки,Школа-лицей №2,г. Алматы,Обслужен,11,Ж,Мобильное приложение,2024-08-29,Да,,Школа
5378,2025-03-07,13:33,Перевод из другой школы,Школа-лицей №8,Карагандинская,Записан,9,Ж,Мобильное приложение,,Нет,,Школа-лицей
5379,2024-08-28,03:46,Запрос справки,Школа-лицей №3,Карагандинская,Записан,17,М,Мобильное приложение,,Да,,Школа
5380,2024-11-13,20:38,Запрос справки,Школа-лицей №3,г. Астана,Обслужен,15,Ж,Через школу,2024-11-13,Да,,Гимназия
5381,2024-09-10,18:40,Запись в продлёнку,Школа-лицей №6,Туркестанская,Записан,6,Ж,Мобильное приложение,,Нет,,Школа-лицей
5382,2024-09-15,09:43,Зачисление в 1 класс,Школа-лицей №1,Туркестанская,Обслужен,17,Ж,КИОСК,2024-09-15,Да,,Гимназия
5383,2024-08-01,22:25,Зачисление в 1 класс,Школа-лицей №5,Алматинская,Записан,10,М,Через школу,,Нет,,Гимназия
5384,2024-10-19,11:27,Запись в продлёнку,Школа-лицей №3,Карагандинская,Обслужен,14,Ж,Мобильное приложение,2024-10-19,Да,,Гимназия
5385,2024-12-16,22:09,Перевод из другой школы,Школа-лицей №8,г. Астана,Обслужен,8,Ж,Через школу,2024-12-16,Да,,Гимназия
5386,2025-01-06,02:53,Перевод из другой школы,Школа-лицей №7,г. Астана,Обслужен,11,Ж,Мобильное приложение,2025-01-06,Да,,Гимназия
5387,2024-12-28,09:57,Перевод из другой школы,Школа-лицей №7,г. Алматы,Обслужен,17,М,Через школу,2024-12-28,Да,,Школа-лицей
5388,2024-11-06,04:21,Запрос справки,Школа-лицей №1,г. Астана,Записан,9,М,Через школу,,Нет,,Школа
5389,2024-10-08,14:15,Запрос справки,Школа-лицей №2,Карагандинская,Обслужен,13,Ж,КИОСК,2024-10-08,Да,,Школа-лицей
5390,2025-03-26,07:57,Запись в продлёнку,Школа-лицей №4,Актюбинская,Отменено,9,Ж,Через школу,,Нет,,Школа
5391,2024-07-20,08:27,Запрос справки,Школа-лицей №4,Алматинская,Записан,15,М,Мобильное приложение,,Нет,,Гимназия
5392,2024-12-27,07:13,Перевод из другой школы,Школа-лицей №10,Туркестанская,Обслужен,11,Ж,КИОСК,2024-12-27,Да,,Школа
5393,2024-11-15,04:49,Запись в продлёнку,Школа-лицей №7,Карагандинская,Обслужен,11,М,Мобильное приложение,2024-11-15,Да,,Гимназия
5394,2024-12-13,18:17,Запрос справки,Школа-лицей №7,г. Алматы,Обслужен,8,М,Мобильное приложение,2024-12-13,Да,,Школа-лицей
5395,2025-03-31,23:22,Запись в продлёнку,Школа-лицей №5,Актюбинская,Записан,8,Ж,Веб,,Нет,,Гимназия
5396,2025-03-12,13:59,Зачисление в 1 класс,Школа-лицей №8,г. Астана,Обслужен,12,М,Через школу,2025-03-12,Да,,Гимназия
5397,2024-09-14,15:42,Перевод из другой школы,Школа-лицей №10,Алматинская,Записан,7,М,Через школу,,Нет,,Гимназия
5398,2024-11-24,15:16,Перевод из другой школы,Школа-лицей №10,г. Алматы,Записан,8,Ж,Веб,,Да,,Гимназия
5399,2025-05-17,01:04,Перевод из другой школы,Школа-лицей №8,Алматинская,Отменено,13,М,Веб,,Нет,Отменено учреждением,Гимназия
5400,2024-08-31,03:28,Перевод из другой школы,Школа-лицей №1,Карагандинская,Отменено,11,Ж,Мобильное приложение,,Да,По желанию,Гимназия
5401,2025-06-01,15:57,Запись в продлёнку,Школа-лицей №10,Карагандинская,Записан,9,Ж,Мобильное приложение,,Нет,,Гимназия
5402,2024-12-20,21:29,Запись в продлёнку,Школа-лицей №1,Алматинская,Записан,6,Ж,Веб,,Да,,Гимназия
5403,2024-11-08,10:59,Перевод из другой школы,Школа-лицей №4,Актюбинская,Отменено,9,Ж,Веб,,Да,,Гимназия
5404,2024-06-23,07:27,Запрос справки,Школа-лицей №5,Карагандинская,Записан,13,М,Веб,,Нет,,Школа
5405,2024-12-26,00:34,Запись в продлёнку,Школа-лицей №8,Туркестанская,Обслужен,9,М,Веб,2024-12-26,Да,,Гимназия
5406,2024-07-29,19:46,Зачисление в 1 класс,Школа-лицей №9,г. Астана,Обслужен,9,Ж,Мобильное приложение,2024-07-29,Да,,Школа
5407,2024-12-06,20:14,Запись в продлёнку,Школа-лицей №10,Туркестанская,Отменено,12,Ж,Мобильное приложение,,Нет,,Школа
5408,2025-03-01,23:06,Зачисление в 1 класс,Школа-лицей №2,Алматинская,Обслужен,13,Ж,Через школу,2025-03-01,Да,,Школа
5409,2024-07-22,04:12,Зачисление в 1 класс,Школа-лицей №4,г. Астана,Записан,12,Ж,Через школу,,Да,,Школа-лицей
5410,2024-08-13,02:12,Зачисление в 1 класс,Школа-лицей №4,г. Астана,Записан,9,М,Мобильное приложение,,Нет,,Школа-лицей
5411,2024-11-21,05:47,Зачисление в 1 класс,Школа-лицей №8,г. Астана,Отменено,17,М,Мобильное приложение,,Да,Не явился,Гимназия
5412,2025-02-03,07:37,Зачисление в 1 класс,Школа-лицей №2,Алматинская,Отменено,8,М,Через школу,,Нет,По желанию,Школа-лицей
5413,2025-04-02,15:19,Зачисление в 1 класс,Школа-лицей №7,Карагандинская,Записан,13,М,Через школу,,Нет,,Гимназия
5414,2024-07-14,01:27,Зачисление в 1 класс,Школа-лицей №1,Алматинская,Отменено,7,М,Веб,,Нет,Отменено учреждением,Гимназия
5415,2024-09-04,17:38,Перевод из другой школы,Школа-лицей №6,г. Астана,Записан,16,М,Мобильное приложение,,Нет,,Гимназия
5416,2024-09-04,19:57,Зачисление в 1 класс,Школа-лицей №2,г. Алматы,Обслужен,6,М,Веб,2024-09-04,Да,,Гимназия
5417,2025-05-12,15:48,Зачисление в 1 класс,Школа-лицей №10,Карагандинская,Записан,10,Ж,Через школу,,Нет,,Гимназия
5418,2024-08-05,00:08,Перевод из другой школы,Школа-лицей №7,г. Астана,Обслужен,13,М,Через школу,2024-08-05,Да,,Школа
5419,2025-05-10,01:55,Зачисление в 1 класс,Школа-лицей №5,Карагандинская,Записан,17,М,Через школу,,Нет,,Гимназия
5420,2025-03-27,10:46,Запрос справки,Школа-лицей №4,г. Алматы,Обслужен,11,М,Веб,2025-03-27,Да,,Школа-лицей
5421,2024-10-05,15:07,Перевод из другой школы,Школа-лицей №7,г. Алматы,Отменено,7,М,КИОСК,,Да,Отменено учреждением,Школа
5422,2025-03-23,08:11,Запись в продлёнку,Школа-лицей №4,г. Астана,Обслужен,11,М,КИОСК,2025-03-23,Да,,Школа
5423,2025-01-30,06:00,Перевод из другой школы,Школа-лицей №4,Актюбинская,Записан,15,Ж,Через школу,,Нет,,Школа
5424,2024-10-03,00:16,Перевод из другой школы,Школа-лицей №5,г. Астана,Отменено,7,М,КИОСК,,Да,Отменено учреждением,Школа-лицей
5425,2025-04-21,13:42,Перевод из другой школы,Школа-лицей №4,Алматинская,Записан,12,М,КИОСК,,Да,,Школа-лицей
5426,2025-02-24,21:47,Перевод из другой школы,Школа-лицей №4,Алматинская,Записан,11,М,Веб,,Нет,,Гимназия
5427,2024-11-04,17:25,Запрос справки,Школа-лицей №2,Туркестанская,Записан,12,Ж,КИОСК,,Нет,,Школа
5428,2025-03-04,18:11,Запрос справки,Школа-лицей №7,Алматинская,Записан,7,Ж,Через школу,,Да,,Школа
5429,2024-11-23,03:06,Зачисление в 1 класс,Школа-лицей №4,Алматинская,Записан,16,Ж,КИОСК,,Да,,Школа-лицей
5430,2025-01-03,20:44,Запрос справки,Школа-лицей №3,г. Астана,Записан,7,М,Мобильное приложение,,Нет,,Школа
5431,2024-08-15,17:34,Зачисление в 1 класс,Школа-лицей №2,Туркестанская,Обслужен,7,М,Через школу,2024-08-15,Да,,Гимназия
5432,2024-12-12,06:23,Зачисление в 1 класс,Школа-лицей №10,г. Астана,Обслужен,11,М,Через школу,2024-12-12,Да,,Школа-лицей
5433,2024-08-05,22:19,Зачисление в 1 класс,Школа-лицей №10,г. Алматы,Отменено,13,Ж,КИОСК,,Нет,Не явился,Школа-лицей
5434,2024-12-26,19:22,Зачисление в 1 класс,Школа-лицей №7,Актюбинская,Записан,8,Ж,Мобильное приложение,,Да,,Школа-лицей
5435,2024-09-16,05:55,Запись в продлёнку,Школа-лицей №9,Актюбинская,Обслужен,14,Ж,Мобильное приложение,2024-09-16,Да,,Школа
5436,2025-06-19,17:01,Перевод из другой школы,Школа-лицей №1,Карагандинская,Обслужен,14,Ж,Веб,2025-06-19,Да,,Школа
5437,2024-06-30,15:44,Перевод из другой школы,Школа-лицей №7,Актюбинская,Отменено,10,Ж,Через школу,,Да,По желанию,Школа-лицей
5438,2025-04-01,15:41,Запрос справки,Школа-лицей №3,Актюбинская,Обслужен,17,Ж,Веб,2025-04-01,Да,,Гимназия
5439,2025-05-07,19:59,Запись в продлёнку,Школа-лицей №5,Карагандинская,Записан,10,Ж,КИОСК,,Да,,Школа
5440,2024-12-29,10:50,Зачисление в 1 класс,Школа-лицей №1,г. Алматы,Обслужен,6,Ж,КИОСК,2024-12-29,Да,,Школа-лицей
5441,2024-06-29,10:44,Запись в продлёнку,Школа-лицей №4,Карагандинская,Отменено,10,М,Через школу,,Нет,,Школа-лицей
5442,2024-11-14,00:21,Перевод из другой школы,Школа-лицей №7,Актюбинская,Записан,15,М,Мобильное приложение,,Да,,Школа-лицей
5443,2025-03-09,12:47,Зачисление в 1 класс,Школа-лицей №9,г. Астана,Записан,12,Ж,Через школу,,Нет,,Школа
5444,2024-08-17,22:58,Перевод из другой школы,Школа-лицей №7,г. Астана,Отменено,7,Ж,Веб,,Да,По желанию,Школа
5445,2025-02-15,12:44,Перевод из другой школы,Школа-лицей №6,г. Алматы,Отменено,9,М,Мобильное приложение,,Да,По желанию,Школа-лицей
5446,2024-07-26,03:55,Запись в продлёнку,Школа-лицей №3,г. Алматы,Обслужен,15,Ж,КИОСК,2024-07-26,Да,,Школа
5447,2024-07-18,05:56,Запись в продлёнку,Школа-лицей №6,Карагандинская,Обслужен,7,Ж,Мобильное приложение,2024-07-18,Да,,Школа-лицей
5448,2025-04-06,09:36,Зачисление в 1 класс,Школа-лицей №6,Алматинская,Записан,8,М,Через школу,,Нет,,Гимназия
5449,2025-04-13,09:17,Перевод из другой школы,Школа-лицей №4,Алматинская,Обслужен,15,М,Веб,2025-04-13,Да,,Гимназия
5450,2025-04-22,00:51,Перевод из другой школы,Школа-лицей №10,Туркестанская,Обслужен,11,Ж,Веб,2025-04-22,Да,,Школа
5451,2024-09-05,13:06,Зачисление в 1 класс,Школа-лицей №7,Карагандинская,Отменено,17,Ж,Через школу,,Да,Не явился,Школа-лицей
5452,2025-03-03,08:20,Запрос справки,Школа-лицей №7,г. Алматы,Отменено,6,Ж,КИОСК,,Нет,По желанию,Гимназия
5453,2024-12-26,17:48,Запрос справки,Школа-лицей №4,Алматинская,Обслужен,8,Ж,Через школу,2024-12-26,Да,,Школа
5454,2024-09-28,08:56,Перевод из другой школы,Школа-лицей №9,Туркестанская,Записан,8,Ж,КИОСК,,Нет,,Школа-лицей
5455,2024-10-30,18:34,Перевод из другой школы,Школа-лицей №9,Актюбинская,Обслужен,11,Ж,Мобильное приложение,2024-10-30,Да,,Школа
5456,2025-05-18,22:06,Перевод из другой школы,Школа-лицей №3,Актюбинская,Обслужен,14,Ж,КИОСК,2025-05-18,Да,,Гимназия
5457,2025-01-17,04:47,Зачисление в 1 класс,Школа-лицей №9,г. Астана,Обслужен,15,М,КИОСК,2025-01-17,Да,,Школа
5458,2025-04-11,09:15,Перевод из другой школы,Школа-лицей №10,г. Астана,Обслужен,11,М,Веб,2025-04-11,Да,,Школа-лицей
5459,2024-12-03,02:15,Запись в продлёнку,Школа-лицей №4,г. Астана,Обслужен,14,М,Веб,2024-12-03,Да,,Школа
5460,2024-11-14,16:21,Запрос справки,Школа-лицей №1,г. Астана,Обслужен,16,Ж,Через школу,2024-11-14,Да,,Школа-лицей
5461,2024-10-19,21:30,Перевод из другой школы,Школа-лицей №2,Алматинская,Обслужен,7,М,КИОСК,2024-10-19,Да,,Школа
5462,2024-12-07,19:37,Запись в продлёнку,Школа-лицей №2,Алматинская,Отменено,15,Ж,Через школу,,Да,Не явился,Школа-лицей
5463,2024-07-02,17:38,Запрос справки,Школа-лицей №1,Туркестанская,Обслужен,7,Ж,Мобильное приложение,2024-07-02,Да,,Гимназия
5464,2024-08-26,00:31,Запись в продлёнку,Школа-лицей №7,Туркестанская,Записан,16,Ж,Мобильное приложение,,Нет,,Гимназия
5465,2025-03-02,15:45,Запрос справки,Школа-лицей №6,Туркестанская,Отменено,15,Ж,Через школу,,Нет,,Школа-лицей
5466,2024-10-14,04:43,Перевод из другой школы,Школа-лицей №7,г. Алматы,Записан,13,М,Мобильное приложение,,Да,,Школа
5467,2024-08-21,19:00,Запись в продлёнку,Школа-лицей №1,г. Алматы,Обслужен,16,М,Веб,2024-08-21,Да,,Школа-лицей
5468,2024-12-03,17:21,Запись в продлёнку,Школа-лицей №7,Карагандинская,Обслужен,7,Ж,Веб,2024-12-03,Да,,Гимназия
5469,2024-10-18,09:30,Перевод из другой школы,Школа-лицей №5,г. Алматы,Записан,13,Ж,Мобильное приложение,,Нет,,Гимназия
5470,2024-11-17,18:11,Запись в продлёнку,Школа-лицей №7,Актюбинская,Обслужен,16,Ж,Веб,2024-11-17,Да,,Школа-лицей
5471,2025-04-11,16:54,Зачисление в 1 класс,Школа-лицей №10,г. Астана,Отменено,6,М,КИОСК,,Нет,Системная ошибка,Школа-лицей
5472,2025-01-25,19:50,Перевод из другой школы,Школа-лицей №8,Карагандинская,Обслужен,9,Ж,Мобильное приложение,2025-01-25,Да,,Гимназия
5473,2024-12-26,08:12,Зачисление в 1 класс,Школа-лицей №2,г. Алматы,Обслужен,14,Ж,Мобильное приложение,2024-12-26,Да,,Школа-лицей
5474,2025-01-20,01:36,Зачисление в 1 класс,Школа-лицей №4,Карагандинская,Обслужен,13,М,Через школу,2025-01-20,Да,,Гимназия
5475,2025-01-14,08:41,Перевод из другой школы,Школа-лицей №7,г. Астана,Записан,17,Ж,Через школу,,Да,,Школа
5476,2024-12-18,20:00,Зачисление в 1 класс,Школа-лицей №8,г. Алматы,Записан,14,Ж,Мобильное приложение,,Да,,Школа-лицей
5477,2025-01-23,03:07,Зачисление в 1 класс,Школа-лицей №5,Карагандинская,Обслужен,12,Ж,Через школу,2025-01-23,Да,,Школа
5478,2025-01-01,08:29,Зачисление в 1 класс,Школа-лицей №2,Туркестанская,Обслужен,11,М,Через школу,2025-01-01,Да,,Школа-лицей
5479,2024-11-17,14:50,Перевод из другой школы,Школа-лицей №8,Актюбинская,Обслужен,6,Ж,Мобильное приложение,2024-11-17,Да,,Гимназия
5480,2024-12-28,12:08,Перевод из другой школы,Школа-лицей №1,г. Астана,Записан,16,Ж,Через школу,,Нет,,Школа-лицей
5481,2024-11-12,02:51,Запрос справки,Школа-лицей №7,г. Астана,Обслужен,6,Ж,Веб,2024-11-12,Да,,Гимназия
5482,2025-03-08,23:47,Зачисление в 1 класс,Школа-лицей №3,Карагандинская,Записан,12,М,Мобильное приложение,,Да,,Школа
5483,2025-04-12,17:36,Запись в продлёнку,Школа-лицей №4,Карагандинская,Обслужен,6,Ж,Мобильное приложение,2025-04-12,Да,,Школа-лицей
5484,2024-10-21,16:49,Перевод из другой школы,Школа-лицей №2,Карагандинская,Обслужен,17,М,Веб,2024-10-21,Да,,Школа
5485,2024-06-29,01:09,Запись в продлёнку,Школа-лицей №3,г. Алматы,Обслужен,9,М,КИОСК,2024-06-29,Да,,Школа-лицей
5486,2024-07-06,09:07,Зачисление в 1 класс,Школа-лицей №4,г. Астана,Обслужен,16,М,КИОСК,2024-07-06,Да,,Гимназия
5487,2025-05-10,04:08,Зачисление в 1 класс,Школа-лицей №2,Туркестанская,Записан,12,Ж,Мобильное приложение,,Да,,Школа
5488,2024-11-01,13:25,Запись в продлёнку,Школа-лицей №9,г. Астана,Записан,9,Ж,Мобильное приложение,,Нет,,Гимназия
5489,2025-04-03,13:52,Запись в продлёнку,Школа-лицей №9,г. Астана,Обслужен,11,Ж,Мобильное приложение,2025-04-03,Да,,Гимназия
5490,2024-06-29,00:00,Перевод из другой школы,Школа-лицей №6,Актюбинская,Обслужен,9,М,Мобильное приложение,2024-06-29,Да,,Школа
5491,2025-05-31,06:17,Перевод из другой школы,Школа-лицей №7,Туркестанская,Записан,6,М,Мобильное приложение,,Да,,Школа
5492,2024-10-29,04:51,Запись в продлёнку,Школа-лицей №9,Туркестанская,Отменено,8,Ж,КИОСК,,Нет,Отменено учреждением,Школа
5493,2024-07-26,16:20,Запись в продлёнку,Школа-лицей №5,Алматинская,Обслужен,6,Ж,Веб,2024-07-26,Да,,Школа
5494,2024-10-31,09:10,Зачисление в 1 класс,Школа-лицей №7,Туркестанская,Обслужен,8,М,Через школу,2024-10-31,Да,,Гимназия
5495,2024-11-25,20:16,Перевод из другой школы,Школа-лицей №10,Актюбинская,Обслужен,16,М,Веб,2024-11-25,Да,,Гимназия
5496,2024-07-10,05:01,Перевод из другой школы,Школа-лицей №3,Туркестанская,Обслужен,14,М,КИОСК,2024-07-10,Да,,Школа-лицей
5497,2024-09-21,11:27,Запрос справки,Школа-лицей №4,Алматинская,Отменено,12,М,Мобильное приложение,,Нет,По желанию,Школа-лицей
5498,2024-09-18,04:27,Перевод из другой школы,Школа-лицей №5,Алматинская,Отменено,16,М,КИОСК,,Да,Системная ошибка,Школа
5499,2024-10-18,10:54,Зачисление в 1 класс,Школа-лицей №7,Туркестанская,Обслужен,7,Ж,Через школу,2024-10-18,Да,,Школа-лицей
5500,2024-07-21,02:46,Зачисление в 1 класс,Школа-лицей №2,Карагандинская,Обслужен,7,М,Веб,2024-07-21,Да,,Школа-лицей
5501,2024-07-14,15:21,Запрос справки,Школа-лицей №8,г. Астана,Обслужен,8,М,Мобильное приложение,2024-07-14,Да,,Школа-лицей
5502,2024-08-02,22:49,Перевод из другой школы,Школа-лицей №5,Алматинская,Отменено,14,Ж,Через школу,,Нет,Системная ошибка,Школа-лицей
5503,2024-08-23,22:39,Запись в продлёнку,Школа-лицей №2,Туркестанская,Обслужен,8,Ж,Через школу,2024-08-23,Да,,Школа-лицей
5504,2025-01-14,16:16,Зачисление в 1 класс,Школа-лицей №7,г. Алматы,Обслужен,16,Ж,Веб,2025-01-14,Да,,Гимназия
