ID,Дата обращения,Категория,Подкатегория,Регион,Возраст заявителя,Пол,Статус,Дата ответа,Кол-во детей,Возраст старшего ребенка,Ответственный орган,Тип заявителя,Способ подачи,Язык обращения,Повторное обращение,Канал получения ответа,Категория срочности,Вид обращения,Тематика
3903,2025-06-15,Труд и занятость,Трудовые споры,Восточно-Казахстанская,33,М,Рассмотрено,2025-06-29,1,10.0,Министерство здравоохранения,Физическое лицо,Веб-сайт,Русский,Да,Бумажное письмо,Низкая,Вопрос,Земельный вопрос
3904,2024-09-15,Жилищный вопрос,Аренда,Северо-Казахстанская,49,М,В работе,2024-10-09,1,24.0,Министерство здравоохранения,Физическое лицо,Лично,Русский,Нет,Телефон,Низкая,Вопрос,Социальные пособия
3905,2024-09-11,Образование,Детсады,г. Алматы,82,М,Рассмотрено,2024-10-09,0,,МОН РК,Физическое лицо,Лично,Казахский,Да,Бумажное письмо,Средняя,Жалоба,Образование
3906,2024-12-30,Здравоохранение,Доступ к поликлинике,Мангистауская,50,М,В работе,2025-01-29,2,14.0,Министерство здравоохранения,Физическое лицо,Мобильное приложение,Казахский,Нет,Бумажное письмо,Средняя,Жалоба,Земельный вопрос
3907,2024-05-09,Образование,Школы,Актюбинская,41,М,Отклонено,2024-06-09,2,8.0,Министерство труда,Физическое лицо,Веб-сайт,Русский,Нет,Телефон,Низкая,Благодарность,Образование
3908,2024-02-04,Жилищный вопрос,Снос жилья,Алматинская,73,Ж,В работе,2024-02-23,1,17.0,Министерство здравоохранения,Юридическое лицо,Веб-сайт,Русский,Нет,Email,Средняя,Вопрос,Медицина
3909,2023-10-16,Труд и занятость,Охрана труда,Туркестанская,23,М,Отклонено,2023-11-20,1,9.0,Министерство здравоохранения,Физическое лицо,Лично,Русский,Да,Телефон,Низкая,Вопрос,Земельный вопрос
3910,2023-11-19,Социальная защита,Пособия,Карагандинская,85,М,Отклонено,2023-11-23,1,8.0,Министерство здравоохранения,Юридическое лицо,Лично,Русский,Да,Портал,Средняя,Жалоба,Земельный вопрос
3911,2024-03-02,Труд и занятость,Трудовые споры,Западно-Казахстанская,86,М,Рассмотрено,2024-04-08,1,3.0,Министерство труда,Юридическое лицо,Лично,Русский,Нет,Бумажное письмо,Высокая,Жалоба,Электроснабжение
3912,2023-12-15,Труд и занятость,Безработица,Северо-Казахстанская,25,М,Отклонено,2024-01-11,0,,Акимат города,Физическое лицо,Веб-сайт,Казахский,Да,Портал,Высокая,Предложение,Медицина
3913,2024-04-10,Образование,ВУЗы,Карагандинская,50,М,В работе,2024-04-18,3,9.0,Акимат города,Юридическое лицо,Почта,Русский,Да,Портал,Высокая,Вопрос,Электроснабжение
3914,2024-09-04,Труд и занятость,Трудовые споры,Карагандинская,78,М,На рассмотрении,2024-09-29,0,,Министерство труда,Юридическое лицо,Мобильное приложение,Русский,Да,Портал,Высокая,Предложение,Образование
3915,2025-03-28,Жилищный вопрос,Ипотека,Западно-Казахстанская,52,М,В работе,2025-04-29,1,0.0,Акимат города,Юридическое лицо,Почта,Русский,Нет,Email,Средняя,Жалоба,Земельный вопрос
3916,2023-12-27,Труд и занятость,Безработица,Карагандинская,24,М,Отклонено,2024-01-20,1,22.0,МОН РК,Физическое лицо,Мобильное приложение,Русский,Нет,Портал,Низкая,Вопрос,Медицина
3917,2024-07-11,Здравоохранение,Медикаменты,Восточно-Казахстанская,38,Ж,Рассмотрено,2024-07-30,0,,МОН РК,Юридическое лицо,Лично,Русский,Нет,Email,Высокая,Вопрос,Земельный вопрос
3918,2024-08-20,ЖКХ,Водоснабжение,г. Алматы,52,Ж,Рассмотрено,2024-09-16,2,2.0,Акимат города,Физическое лицо,Веб-сайт,Русский,Нет,Телефон,Средняя,Предложение,Земельный вопрос
3919,2024-11-09,Жилищный вопрос,Аренда,Западно-Казахстанская,88,Ж,На рассмотрении,2024-11-19,1,0.0,Акимат города,Физическое лицо,Почта,Казахский,Нет,Портал,Низкая,Предложение,Медицина
3920,2024-12-02,Образование,Школы,Алматинская,24,М,В работе,2024-12-25,0,,Акимат города,Физическое лицо,Почта,Русский,Да,Телефон,Средняя,Жалоба,Образование
3921,2024-03-08,Труд и занятость,Охрана труда,Восточно-Казахстанская,35,Ж,В работе,2024-04-06,3,0.0,Министерство здравоохранения,Юридическое лицо,Веб-сайт,Казахский,Нет,Бумажное письмо,Средняя,Жалоба,Социальные пособия
3922,2024-01-05,Здравоохранение,Скорая помощь,Туркестанская,88,М,На рассмотрении,2024-01-29,1,11.0,Акимат города,Юридическое лицо,Почта,Казахский,Да,Бумажное письмо,Высокая,Вопрос,Медицина
3923,2025-02-01,Здравоохранение,Медикаменты,Карагандинская,72,М,Отклонено,2025-02-03,1,1.0,ЦОН,Юридическое лицо,Лично,Русский,Нет,Телефон,Низкая,Вопрос,Образование
3924,2025-03-19,ЖКХ,Электричество,Западно-Казахстанская,35,Ж,В работе,2025-03-22,0,,МОН РК,Юридическое лицо,Лично,Казахский,Да,Email,Высокая,Вопрос,Социальные пособия
3925,2024-07-03,Жилищный вопрос,Аренда,Актюбинская,54,М,На рассмотрении,2024-07-12,3,19.0,Министерство здравоохранения,Юридическое лицо,Мобильное приложение,Русский,Да,Телефон,Низкая,Благодарность,Социальные пособия
3926,2025-01-02,Труд и занятость,Охрана труда,Восточно-Казахстанская,35,Ж,Рассмотрено,2025-01-19,1,2.0,Министерство труда,Юридическое лицо,Лично,Русский,Нет,Email,Средняя,Предложение,Электроснабжение
3927,2024-10-30,Образование,Детсады,Восточно-Казахстанская,35,М,На рассмотрении,2024-11-03,2,5.0,ЦОН,Физическое лицо,Мобильное приложение,Русский,Нет,Email,Высокая,Предложение,Медицина
3928,2025-01-14,Здравоохранение,Скорая помощь,Акмолинская,43,М,На рассмотрении,2025-01-19,2,11.0,Акимат города,Юридическое лицо,Мобильное приложение,Русский,Нет,Телефон,Средняя,Жалоба,Медицина
3929,2024-07-05,Жилищный вопрос,Снос жилья,Акмолинская,22,М,Рассмотрено,2024-08-11,1,14.0,Акимат города,Юридическое лицо,Веб-сайт,Русский,Да,Портал,Низкая,Благодарность,Электроснабжение
3930,2024-06-11,Образование,Детсады,Западно-Казахстанская,62,М,Отклонено,2024-07-02,0,,Министерство труда,Юридическое лицо,Мобильное приложение,Русский,Нет,Email,Низкая,Предложение,Медицина
3931,2023-10-28,Труд и занятость,Безработица,Северо-Казахстанская,43,Ж,В работе,2023-11-02,1,1.0,МОН РК,Физическое лицо,Веб-сайт,Русский,Нет,Email,Средняя,Жалоба,Образование
3932,2025-01-09,Труд и занятость,Охрана труда,Акмолинская,81,Ж,В работе,2025-01-22,2,5.0,Акимат города,Физическое лицо,Лично,Русский,Да,Телефон,Низкая,Вопрос,Земельный вопрос
3933,2025-02-26,ЖКХ,Электричество,Алматинская,51,Ж,На рассмотрении,2025-03-23,2,21.0,ЦОН,Физическое лицо,Почта,Казахский,Нет,Email,Низкая,Благодарность,Земельный вопрос
3934,2024-03-19,Социальная защита,Пенсии,Алматинская,86,Ж,В работе,2024-04-28,1,20.0,ЦОН,Физическое лицо,Почта,Русский,Нет,Email,Низкая,Предложение,Образование
3935,2023-10-29,Жилищный вопрос,Снос жилья,Туркестанская,27,М,Отклонено,2023-11-11,0,,ЦОН,Физическое лицо,Мобильное приложение,Казахский,Нет,Бумажное письмо,Низкая,Вопрос,Образование
3936,2023-10-06,ЖКХ,Водоснабжение,Северо-Казахстанская,85,Ж,В работе,2023-11-15,1,16.0,Министерство труда,Физическое лицо,Лично,Казахский,Нет,Email,Низкая,Благодарность,Земельный вопрос
3937,2024-12-30,ЖКХ,Электричество,Мангистауская,69,М,Рассмотрено,2025-01-31,3,22.0,Акимат города,Юридическое лицо,Мобильное приложение,Русский,Нет,Портал,Средняя,Предложение,Земельный вопрос
3938,2024-08-17,Здравоохранение,Скорая помощь,г. Астана,25,Ж,На рассмотрении,2024-09-22,3,21.0,МОН РК,Юридическое лицо,Лично,Казахский,Нет,Портал,Низкая,Вопрос,Медицина
3939,2024-07-03,Социальная защита,Пособия,г. Алматы,38,М,Отклонено,2024-07-12,1,13.0,ЦОН,Юридическое лицо,Мобильное приложение,Русский,Да,Телефон,Высокая,Вопрос,Электроснабжение
3940,2023-11-09,Здравоохранение,Медикаменты,Мангистауская,19,Ж,Отклонено,2023-11-30,3,7.0,ЦОН,Юридическое лицо,Веб-сайт,Казахский,Да,Портал,Средняя,Благодарность,Социальные пособия
3941,2025-06-01,Социальная защита,Пособия,Карагандинская,73,М,Рассмотрено,2025-06-09,1,17.0,Министерство труда,Юридическое лицо,Лично,Русский,Да,Email,Высокая,Жалоба,Земельный вопрос
3942,2025-05-10,Жилищный вопрос,Аренда,Восточно-Казахстанская,43,М,Рассмотрено,2025-06-01,0,,Министерство труда,Юридическое лицо,Лично,Русский,Да,Бумажное письмо,Средняя,Вопрос,Электроснабжение
3943,2024-08-14,ЖКХ,Электричество,Западно-Казахстанская,87,М,В работе,2024-09-10,2,18.0,ЦОН,Юридическое лицо,Лично,Русский,Нет,Email,Средняя,Вопрос,Медицина
3944,2024-10-30,Труд и занятость,Безработица,Северо-Казахстанская,58,М,Отклонено,2024-12-04,1,0.0,Министерство труда,Юридическое лицо,Лично,Русский,Да,Телефон,Высокая,Вопрос,Земельный вопрос
3945,2023-08-04,Труд и занятость,Безработица,г. Астана,72,М,В работе,2023-09-05,1,7.0,ЦОН,Юридическое лицо,Почта,Русский,Да,Портал,Низкая,Жалоба,Социальные пособия
3946,2024-07-30,Здравоохранение,Скорая помощь,Алматинская,47,Ж,На рассмотрении,2024-08-18,1,17.0,Министерство труда,Физическое лицо,Веб-сайт,Казахский,Нет,Email,Средняя,Жалоба,Социальные пособия
3947,2023-07-16,Труд и занятость,Безработица,г. Астана,62,Ж,В работе,2023-08-07,3,18.0,ЦОН,Физическое лицо,Веб-сайт,Русский,Нет,Бумажное письмо,Средняя,Жалоба,Земельный вопрос
3948,2025-04-01,Здравоохранение,Доступ к поликлинике,Восточно-Казахстанская,53,Ж,Отклонено,2025-04-15,4,15.0,ЦОН,Физическое лицо,Почта,Казахский,Нет,Телефон,Высокая,Вопрос,Электроснабжение
3949,2025-04-07,Здравоохранение,Доступ к поликлинике,Восточно-Казахстанская,22,Ж,В работе,2025-05-05,1,23.0,ЦОН,Юридическое лицо,Лично,Казахский,Да,Телефон,Средняя,Жалоба,Медицина
3950,2023-08-16,Труд и занятость,Трудовые споры,Мангистауская,42,М,На рассмотрении,2023-08-31,0,,Министерство труда,Юридическое лицо,Почта,Русский,Да,Email,Низкая,Благодарность,Земельный вопрос
3951,2025-03-16,Жилищный вопрос,Снос жилья,Восточно-Казахстанская,36,М,В работе,2025-03-25,1,16.0,Акимат города,Юридическое лицо,Мобильное приложение,Русский,Да,Телефон,Средняя,Жалоба,Земельный вопрос
3952,2024-11-20,ЖКХ,Водоснабжение,Жамбылская,83,Ж,На рассмотрении,2024-12-16,0,,МОН РК,Юридическое лицо,Веб-сайт,Русский,Нет,Телефон,Средняя,Предложение,Образование
3953,2023-07-27,Жилищный вопрос,Снос жилья,г. Астана,35,М,Отклонено,2023-08-19,0,,Министерство здравоохранения,Физическое лицо,Лично,Казахский,Нет,Телефон,Средняя,Жалоба,Медицина
3954,2025-02-02,Образование,Детсады,Восточно-Казахстанская,80,Ж,В работе,2025-02-20,0,,Министерство труда,Юридическое лицо,Веб-сайт,Казахский,Да,Телефон,Высокая,Жалоба,Земельный вопрос
3955,2023-06-24,ЖКХ,Электричество,г. Астана,38,Ж,Отклонено,2023-07-18,0,,Акимат города,Юридическое лицо,Лично,Казахский,Да,Телефон,Низкая,Жалоба,Социальные пособия
3956,2024-05-05,Труд и занятость,Трудовые споры,Жамбылская,47,М,На рассмотрении,2024-05-26,2,2.0,Акимат города,Юридическое лицо,Почта,Казахский,Нет,Бумажное письмо,Средняя,Предложение,Образование
3957,2023-10-04,Социальная защита,Пенсии,г. Алматы,47,Ж,В работе,2023-10-29,1,22.0,Министерство труда,Юридическое лицо,Веб-сайт,Казахский,Нет,Email,Низкая,Предложение,Образование
3958,2025-04-04,Жилищный вопрос,Ипотека,Восточно-Казахстанская,89,М,В работе,2025-05-05,2,3.0,Министерство труда,Физическое лицо,Лично,Русский,Нет,Email,Низкая,Предложение,Медицина
3959,2024-10-21,Жилищный вопрос,Ипотека,Акмолинская,84,М,Рассмотрено,2024-11-18,1,10.0,Министерство здравоохранения,Юридическое лицо,Мобильное приложение,Казахский,Да,Email,Средняя,Благодарность,Медицина
3960,2023-12-16,Образование,ВУЗы,г. Алматы,28,М,Рассмотрено,2023-12-23,2,15.0,ЦОН,Юридическое лицо,Веб-сайт,Русский,Нет,Телефон,Низкая,Благодарность,Земельный вопрос
3961,2023-08-11,Здравоохранение,Доступ к поликлинике,Карагандинская,27,М,На рассмотрении,2023-09-01,0,,Министерство труда,Физическое лицо,Мобильное приложение,Казахский,Да,Email,Средняя,Благодарность,Социальные пособия
3962,2024-12-20,Жилищный вопрос,Аренда,Восточно-Казахстанская,53,Ж,Рассмотрено,2025-01-17,1,11.0,Акимат города,Физическое лицо,Веб-сайт,Русский,Нет,Бумажное письмо,Средняя,Предложение,Образование
3963,2023-10-15,ЖКХ,Электричество,Жамбылская,79,Ж,Рассмотрено,2023-11-08,2,11.0,Акимат города,Физическое лицо,Лично,Русский,Да,Бумажное письмо,Средняя,Предложение,Земельный вопрос
3964,2023-06-27,ЖКХ,Электричество,Алматинская,77,Ж,Отклонено,2023-07-12,0,,Акимат города,Юридическое лицо,Веб-сайт,Казахский,Нет,Портал,Высокая,Предложение,Земельный вопрос
3965,2023-12-06,Здравоохранение,Доступ к поликлинике,Алматинская,33,М,В работе,2023-12-13,2,22.0,Акимат города,Физическое лицо,Веб-сайт,Русский,Да,Телефон,Средняя,Благодарность,Образование
3966,2024-07-16,Образование,Школы,Акмолинская,70,М,Рассмотрено,2024-08-06,8,5.0,Министерство здравоохранения,Физическое лицо,Лично,Русский,Да,Бумажное письмо,Высокая,Жалоба,Электроснабжение
3967,2024-06-08,ЖКХ,Электричество,Актюбинская,50,Ж,В работе,2024-06-16,1,4.0,Министерство труда,Юридическое лицо,Почта,Казахский,Да,Телефон,Низкая,Благодарность,Социальные пособия
3968,2024-04-04,Жилищный вопрос,Аренда,Мангистауская,69,М,На рассмотрении,2024-04-30,0,,Министерство здравоохранения,Физическое лицо,Лично,Казахский,Нет,Телефон,Низкая,Благодарность,Образование
3969,2023-08-05,Труд и занятость,Трудовые споры,Акмолинская,55,М,На рассмотрении,2023-08-12,1,20.0,МОН РК,Физическое лицо,Мобильное приложение,Русский,Нет,Портал,Низкая,Предложение,Социальные пособия
3970,2024-10-11,Жилищный вопрос,Ипотека,Карагандинская,63,М,Рассмотрено,2024-10-21,2,8.0,ЦОН,Юридическое лицо,Веб-сайт,Казахский,Да,Email,Низкая,Жалоба,Образование
3971,2024-10-27,Здравоохранение,Скорая помощь,г. Астана,43,М,На рассмотрении,2024-11-29,3,9.0,Акимат города,Юридическое лицо,Почта,Казахский,Нет,Портал,Низкая,Жалоба,Земельный вопрос
3972,2024-11-18,Социальная защита,Пенсии,г. Алматы,80,М,На рассмотрении,2024-12-09,1,13.0,ЦОН,Физическое лицо,Лично,Казахский,Да,Email,Средняя,Предложение,Земельный вопрос
3973,2025-06-14,Образование,Детсады,Алматинская,60,Ж,Отклонено,2025-07-15,1,9.0,ЦОН,Физическое лицо,Веб-сайт,Русский,Нет,Портал,Средняя,Предложение,Медицина
3974,2024-10-10,Здравоохранение,Медикаменты,Акмолинская,37,М,Рассмотрено,2024-11-07,1,21.0,ЦОН,Юридическое лицо,Мобильное приложение,Русский,Нет,Телефон,Высокая,Жалоба,Социальные пособия
3975,2025-05-28,ЖКХ,Электричество,Алматинская,41,Ж,В работе,2025-06-09,1,3.0,ЦОН,Юридическое лицо,Почта,Казахский,Нет,Портал,Высокая,Вопрос,Электроснабжение
3976,2024-06-29,Труд и занятость,Безработица,Туркестанская,72,Ж,Рассмотрено,2024-08-07,0,,Министерство труда,Физическое лицо,Мобильное приложение,Казахский,Нет,Портал,Средняя,Благодарность,Образование
3977,2024-11-13,Социальная защита,Пособия,г. Астана,38,Ж,В работе,2024-12-21,4,0.0,Министерство здравоохранения,Физическое лицо,Мобильное приложение,Русский,Да,Портал,Высокая,Вопрос,Образование
3978,2024-07-02,Образование,Детсады,Северо-Казахстанская,38,Ж,Отклонено,2024-07-11,3,21.0,Министерство здравоохранения,Юридическое лицо,Почта,Казахский,Нет,Телефон,Низкая,Вопрос,Медицина
3979,2023-07-02,Жилищный вопрос,Аренда,Западно-Казахстанская,71,М,Отклонено,2023-07-09,2,19.0,Министерство здравоохранения,Физическое лицо,Почта,Русский,Нет,Email,Низкая,Предложение,Электроснабжение
3980,2023-06-25,Здравоохранение,Медикаменты,Акмолинская,53,Ж,В работе,2023-07-13,1,14.0,Министерство здравоохранения,Юридическое лицо,Почта,Русский,Да,Портал,Высокая,Вопрос,Образование
3981,2024-08-06,ЖКХ,Электричество,Акмолинская,64,Ж,На рассмотрении,2024-08-11,2,8.0,ЦОН,Физическое лицо,Почта,Русский,Да,Бумажное письмо,Средняя,Благодарность,Медицина
3982,2024-08-21,ЖКХ,Водоснабжение,Восточно-Казахстанская,82,М,Рассмотрено,2024-09-05,1,3.0,ЦОН,Физическое лицо,Лично,Казахский,Нет,Портал,Низкая,Благодарность,Образование
3983,2024-05-04,Социальная защита,Многодетные семьи,г. Алматы,75,М,Рассмотрено,2024-05-26,1,0.0,Министерство здравоохранения,Физическое лицо,Мобильное приложение,Казахский,Да,Бумажное письмо,Низкая,Вопрос,Электроснабжение
3984,2023-06-29,Социальная защита,Пособия,г. Астана,33,Ж,На рассмотрении,2023-07-22,0,,МОН РК,Юридическое лицо,Веб-сайт,Русский,Нет,Бумажное письмо,Низкая,Благодарность,Электроснабжение
3985,2023-07-02,ЖКХ,Водоснабжение,Акмолинская,79,М,В работе,2023-07-21,0,,Министерство здравоохранения,Юридическое лицо,Мобильное приложение,Казахский,Да,Телефон,Низкая,Жалоба,Образование
3986,2024-08-04,Жилищный вопрос,Ипотека,г. Алматы,21,Ж,В работе,2024-08-21,1,0.0,ЦОН,Юридическое лицо,Мобильное приложение,Русский,Да,Телефон,Средняя,Благодарность,Медицина
3987,2024-12-31,Образование,Детсады,Актюбинская,41,Ж,Отклонено,2025-01-08,1,16.0,Акимат города,Физическое лицо,Веб-сайт,Русский,Да,Портал,Низкая,Вопрос,Электроснабжение
3988,2024-01-19,Социальная защита,Пенсии,г. Астана,53,Ж,Рассмотрено,2024-02-09,1,18.0,Министерство труда,Физическое лицо,Мобильное приложение,Русский,Да,Портал,Низкая,Жалоба,Медицина
3989,2024-08-09,Жилищный вопрос,Ипотека,Алматинская,35,Ж,На рассмотрении,2024-08-29,1,5.0,Министерство труда,Юридическое лицо,Мобильное приложение,Русский,Да,Бумажное письмо,Высокая,Благодарность,Социальные пособия
3990,2024-01-28,ЖКХ,Отопление,Северо-Казахстанская,29,М,В работе,2024-02-21,2,16.0,ЦОН,Юридическое лицо,Мобильное приложение,Казахский,Нет,Бумажное письмо,Низкая,Вопрос,Электроснабжение
3991,2023-07-03,Социальная защита,Многодетные семьи,г. Алматы,70,М,На рассмотрении,2023-07-19,2,5.0,Министерство здравоохранения,Физическое лицо,Лично,Казахский,Да,Email,Низкая,Предложение,Образование
3992,2024-07-14,ЖКХ,Отопление,Алматинская,26,Ж,В работе,2024-08-04,0,,Министерство здравоохранения,Юридическое лицо,Мобильное приложение,Казахский,Да,Бумажное письмо,Средняя,Вопрос,Социальные пособия
3993,2025-03-12,Социальная защита,Пенсии,Северо-Казахстанская,72,М,Отклонено,2025-03-15,2,9.0,Министерство здравоохранения,Физическое лицо,Мобильное приложение,Русский,Да,Телефон,Средняя,Благодарность,Медицина
3994,2024-12-13,Образование,Детсады,Карагандинская,31,М,На рассмотрении,2025-01-02,1,6.0,Министерство здравоохранения,Юридическое лицо,Лично,Казахский,Нет,Email,Низкая,Благодарность,Электроснабжение
3995,2024-11-24,Социальная защита,Пособия,Восточно-Казахстанская,89,М,В работе,2024-12-05,3,21.0,ЦОН,Физическое лицо,Почта,Русский,Да,Телефон,Высокая,Предложение,Электроснабжение
3996,2024-05-19,ЖКХ,Электричество,Мангистауская,30,Ж,В работе,2024-06-12,0,,Министерство здравоохранения,Физическое лицо,Веб-сайт,Русский,Нет,Телефон,Высокая,Предложение,Электроснабжение
3997,2025-03-07,Образование,ВУЗы,Карагандинская,41,М,Отклонено,2025-04-06,2,22.0,Министерство труда,Физическое лицо,Мобильное приложение,Казахский,Да,Телефон,Низкая,Благодарность,Медицина
3998,2025-06-18,Жилищный вопрос,Снос жилья,Акмолинская,40,Ж,Отклонено,2025-07-18,1,22.0,ЦОН,Физическое лицо,Веб-сайт,Русский,Нет,Email,Низкая,Вопрос,Земельный вопрос
3999,2025-05-26,Труд и занятость,Безработица,Западно-Казахстанская,53,Ж,В работе,2025-06-13,0,,Акимат города,Физическое лицо,Веб-сайт,Казахский,Нет,Email,Средняя,Жалоба,Образование
4000,2023-11-06,Образование,ВУЗы,Жамбылская,18,Ж,На рассмотрении,2023-12-11,1,1.0,МОН РК,Юридическое лицо,Веб-сайт,Казахский,Нет,Email,Средняя,Жалоба,Электроснабжение
4001,2023-09-11,Жилищный вопрос,Снос жилья,Актюбинская,87,М,Отклонено,2023-10-08,0,,ЦОН,Юридическое лицо,Мобильное приложение,Русский,Да,Портал,Средняя,Жалоба,Земельный вопрос
4002,2025-06-02,Труд и занятость,Охрана труда,Северо-Казахстанская,68,М,Отклонено,2025-07-12,1,17.0,Министерство труда,Юридическое лицо,Почта,Русский,Да,Email,Высокая,Вопрос,Социальные пособия
4003,2023-09-02,Образование,Школы,Актюбинская,65,М,Отклонено,2023-09-25,2,0.0,Акимат города,Физическое лицо,Почта,Казахский,Нет,Бумажное письмо,Средняя,Жалоба,Социальные пособия
4004,2024-07-31,Жилищный вопрос,Ипотека,Алматинская,27,Ж,В работе,2024-08-27,2,10.0,Министерство труда,Юридическое лицо,Почта,Русский,Нет,Email,Средняя,Вопрос,Медицина
4005,2023-10-13,ЖКХ,Электричество,г. Алматы,50,М,В работе,2023-11-17,1,15.0,МОН РК,Юридическое лицо,Лично,Русский,Нет,Email,Средняя,Жалоба,Социальные пособия
4006,2023-12-24,Образование,Детсады,Восточно-Казахстанская,26,М,Отклонено,2024-01-02,2,11.0,Министерство труда,Юридическое лицо,Мобильное приложение,Казахский,Да,Портал,Средняя,Жалоба,Земельный вопрос
4007,2023-11-16,Социальная защита,Пенсии,Северо-Казахстанская,39,М,На рассмотрении,2023-11-20,2,23.0,Министерство труда,Юридическое лицо,Веб-сайт,Казахский,Да,Email,Низкая,Жалоба,Медицина
4008,2024-10-13,ЖКХ,Водоснабжение,Туркестанская,46,Ж,Отклонено,2024-10-27,2,12.0,ЦОН,Физическое лицо,Лично,Казахский,Нет,Email,Высокая,Вопрос,Медицина
4009,2024-08-01,Социальная защита,Пенсии,Мангистауская,44,М,Рассмотрено,2024-08-04,2,21.0,МОН РК,Юридическое лицо,Лично,Русский,Нет,Бумажное письмо,Высокая,Жалоба,Электроснабжение
4010,2024-01-02,Социальная защита,Многодетные семьи,Акмолинская,44,Ж,Отклонено,2024-01-15,1,10.0,Министерство здравоохранения,Юридическое лицо,Лично,Русский,Нет,Телефон,Низкая,Вопрос,Образование
4011,2025-03-14,ЖКХ,Водоснабжение,г. Астана,63,М,В работе,2025-04-15,0,,Акимат города,Физическое лицо,Лично,Казахский,Нет,Бумажное письмо,Средняя,Предложение,Земельный вопрос
4012,2024-03-21,Труд и занятость,Охрана труда,Акмолинская,50,М,Рассмотрено,2024-04-14,2,5.0,Акимат города,Физическое лицо,Почта,Русский,Нет,Портал,Низкая,Вопрос,Образование
4013,2024-01-13,Труд и занятость,Охрана труда,Актюбинская,44,М,Рассмотрено,2024-01-15,1,9.0,Акимат города,Физическое лицо,Мобильное приложение,Казахский,Нет,Email,Низкая,Вопрос,Образование
4014,2025-02-26,Жилищный вопрос,Снос жилья,Карагандинская,38,Ж,Рассмотрено,2025-03-18,1,23.0,МОН РК,Юридическое лицо,Лично,Казахский,Да,Телефон,Средняя,Жалоба,Образование
4015,2024-04-23,Образование,Школы,Актюбинская,20,М,В работе,2024-05-28,0,,Акимат города,Физическое лицо,Почта,Русский,Нет,Email,Высокая,Предложение,Медицина
4016,2023-08-20,Социальная защита,Многодетные семьи,г. Астана,53,М,Рассмотрено,2023-09-11,1,15.0,Министерство здравоохранения,Юридическое лицо,Веб-сайт,Казахский,Нет,Портал,Высокая,Вопрос,Социальные пособия
4017,2024-04-04,Здравоохранение,Доступ к поликлинике,Западно-Казахстанская,35,М,Рассмотрено,2024-04-26,2,6.0,ЦОН,Физическое лицо,Мобильное приложение,Русский,Да,Email,Средняя,Жалоба,Медицина
4018,2024-04-30,Здравоохранение,Доступ к поликлинике,Мангистауская,29,М,Рассмотрено,2024-05-06,2,3.0,МОН РК,Физическое лицо,Почта,Русский,Да,Телефон,Средняя,Предложение,Образование
4019,2024-06-10,Социальная защита,Многодетные семьи,Карагандинская,65,М,Отклонено,2024-07-01,1,5.0,МОН РК,Юридическое лицо,Мобильное приложение,Русский,Да,Портал,Низкая,Предложение,Электроснабжение
4020,2024-08-31,Жилищный вопрос,Аренда,Западно-Казахстанская,26,Ж,На рассмотрении,2024-09-30,2,18.0,Министерство здравоохранения,Физическое лицо,Веб-сайт,Казахский,Да,Портал,Низкая,Предложение,Медицина
4021,2023-12-25,ЖКХ,Электричество,Акмолинская,73,М,Отклонено,2023-12-28,3,5.0,Министерство труда,Юридическое лицо,Лично,Казахский,Нет,Бумажное письмо,Низкая,Предложение,Социальные пособия
4022,2024-12-12,Образование,ВУЗы,Западно-Казахстанская,65,Ж,Отклонено,2025-01-14,0,,Министерство здравоохранения,Юридическое лицо,Мобильное приложение,Русский,Нет,Бумажное письмо,Низкая,Жалоба,Медицина
4023,2023-12-12,Труд и занятость,Охрана труда,Северо-Казахстанская,76,М,Рассмотрено,2024-01-18,1,1.0,Акимат города,Юридическое лицо,Лично,Русский,Да,Email,Низкая,Благодарность,Земельный вопрос
4024,2024-02-07,Социальная защита,Многодетные семьи,Жамбылская,44,Ж,Рассмотрено,2024-02-14,1,16.0,Министерство здравоохранения,Юридическое лицо,Почта,Казахский,Нет,Телефон,Высокая,Благодарность,Социальные пособия
4025,2024-12-02,Жилищный вопрос,Аренда,Карагандинская,75,М,Отклонено,2024-12-24,1,14.0,МОН РК,Физическое лицо,Мобильное приложение,Казахский,Да,Портал,Низкая,Вопрос,Земельный вопрос
4026,2025-03-24,Труд и занятость,Трудовые споры,Туркестанская,35,Ж,В работе,2025-05-03,1,9.0,МОН РК,Физическое лицо,Мобильное приложение,Казахский,Да,Портал,Высокая,Жалоба,Социальные пособия
4027,2025-04-08,Здравоохранение,Скорая помощь,Восточно-Казахстанская,21,М,Отклонено,2025-05-08,2,11.0,Акимат города,Физическое лицо,Мобильное приложение,Казахский,Да,Бумажное письмо,Средняя,Благодарность,Земельный вопрос
4028,2023-08-21,Жилищный вопрос,Аренда,г. Астана,40,М,В работе,2023-09-17,3,0.0,МОН РК,Физическое лицо,Веб-сайт,Русский,Нет,Телефон,Высокая,Вопрос,Образование
4029,2024-11-08,Жилищный вопрос,Ипотека,Жамбылская,33,М,Отклонено,2024-12-18,1,9.0,ЦОН,Физическое лицо,Веб-сайт,Казахский,Нет,Телефон,Средняя,Вопрос,Электроснабжение
4030,2025-04-16,Труд и занятость,Безработица,Мангистауская,55,Ж,На рассмотрении,2025-05-24,2,18.0,Акимат города,Юридическое лицо,Почта,Казахский,Да,Портал,Низкая,Предложение,Образование
